Handle,craft,fabric,color,Product Types
gulaab-lehenga-set-3368,"Sequin Embroidery, Pearl Work, Thread Embroidery, Zardozi Embroidery, Bead Work","Tissue, Cotton, Linen, Silk","Beige, Blue, White, Gold",Lehenga Set
reeha-cape-set-3347,"Sequin Embroidery, Zardozi Embroidery, Thread Embroidery, Swarovski","Organza, Silk, Satin","Beige, Gold",Cape Set
narwa-saree-set-3344,"Sequin Embroidery, Zari Work, Swarovski","Georgette, Silk, Satin","Yellow, Gold",Saree Set
aaira-saree-set-3343,"Sequin Embroidery, Applique Work, Pearl Work, Zari Work, Swarovski","Georgette, Silk, Organza, Satin","White, Beige, Gold",Saree Set
rufi-saree-set-3342,Sequin Embroidery,"Georgette, Silk, Raw Silk, Satin",Pink,Saree Set
lisna-saree-set-3341,"Applique Work, Gara Embroidery, Sequin Embroidery, Pearl Work","Tissue, Cotton, Silk, Raw Silk, Satin","Green, White, Beige, Gold",Saree Set
nura-kaftan-set-3340,"Sequin Embroidery, Thread Embroidery","Satin, Jacquard, Silk, Chiffon","Green, White, Silver",Kaftan Set
ainaz-lehenga-set-3339,"Applique Work, Sequin Embroidery, Pearl Work, Thread Embroidery, Swarovski","Organza, Silk","White, Beige",Lehenga Set
farasha-sharara-set-3334,"Sequin Embroidery, Zardozi Embroidery, Thread Embroidery, Bead Work, Swarovski","Organza, Silk, Tissue",Beige,Sharara Set
rooh-short-anarkali-set-3333,"Patri Work, Thread Embroidery, Zari Work","Georgette, Silk, Organza","Green, Silver",Anarkali Set
zia-kaftan-set-3332,"Patri Work, Thread Embroidery, Zari Work","Satin, Jacquard, Silk, Chiffon","Blue, Silver",Kaftan Set
maavi-cape-set-3329,"Applique Work, Sequin Embroidery, Zari Work, Pearl Work, Swarovski","Organza, Silk, Satin","White, Silver",Cape Set
taia-angrakha-set-3325,"Gara Embroidery, Sequin Embroidery","Chanderi, Mulmul, Chiffon, Crepe","Green, White, Silver",Angrakha Set
ira-short-anarkali-set-3324,"Sequin Embroidery, Pearl Work, Thread Embroidery","Tissue, Silk, Cotton, Organza",Blue,Anarkali Set
feba-short-anarkali-set-3323,"Sequin Embroidery, Pearl Work, Thread Embroidery","Tissue, Silk, Cotton, Organza","Yellow, Beige",Anarkali Set
hena-angrakha-set-3363,"Gara Embroidery, Eyelet Embroidery","Tissue, Chanderi, Mulmul, Crepe, Cotton","Beige, White",Angrakha Set
haya-angrakha-set-3362,"Gara Embroidery, Eyelet Embroidery","Tissue, Chanderi, Mulmul, Crepe, Cotton","Beige, White, Green",Angrakha Set
aqila-cape-set-3361,"Gara Embroidery, Zari Work","Chanderi, Silk, Satin","Blue, Silver, Beige, White",Cape Set
nyza-cape-set-3360,"Gara Embroidery, Zari Work","Chanderi, Silk, Satin","Yellow, Silver, Beige, White",Cape Set
diwa-co-ordinate-set-3357,Thread Embroidery,Linen,White,Co-ordinate Set
hyat-co-ordinate-set-3356,Thread Embroidery,Linen,White,Co-ordinate Set
fana-co-ordinate-set-3355,"Thread Embroidery, Applique Work",Linen,"Beige, White",Co-ordinate Set
aami-co-ordinate-set-3354,Gara Embroidery,Linen,Beige,Co-ordinate Set
naura-co-ordinate-set-3352,Gara Embroidery,"Chanderi, Mulmul",White,Co-ordinate Set
arfa-co-ordinate-set-3351,Gara Embroidery,"Chanderi, Mulmul",White,Co-ordinate Set
risha-co-ordinate-set-3350,"3D Embroidery, Thread Embroidery","Chanderi, Mulmul","Beige, White",Co-ordinate Set
noya-co-ordinate-set-3349,Gara Embroidery,"Chanderi, Mulmul","Beige, White",Co-ordinate Set
abia-co-ordinate-set-3348,Thread Embroidery,Linen,"White, Beige",Co-ordinate Set
jinan-angrakha-set-3326,"Gara Embroidery, Sequin Embroidery","Chanderi, Mulmul, Chiffon, Crepe","Green, White, Beige, Silver",Angrakha Set
ifra-co-ordinate-set-3318,"Thread Embroidery, Patri Work",Linen,Beige,Co-ordinate Set
eana-co-ordinate-set-3317,"Thread Embroidery, Applique Work",Linen,White,Co-ordinate Set
eshal-co-ordinate-set-3316,Thread Embroidery,Linen,White,Co-ordinate Set
warda-co-ordinate-set-3315,Thread Embroidery,Linen,"Beige, White",Co-ordinate Set
naima-co-ordinate-set-3314,Thread Embroidery,Linen,Beige,Co-ordinate Set
nahta-co-ordinate-set-3313,"Patri Work, Thread Embroidery",Chanderi,White,Co-ordinate Set
aida-co-ordinate-set-3312,Thread Embroidery,Chanderi,Beige,Co-ordinate Set
arwa-co-ordinate-set-3311,Thread Embroidery,Chanderi,White,Co-ordinate Set
nuri-co-ordinate-set-3310,Gara Embroidery,Chanderi,Beige,Co-ordinate Set
leen-co-ordinate-set-3309,Gara Embroidery,Chanderi,White,Co-ordinate Set
prit-jacket-set-3296,,"Satin, Silk",Red,Jacket Set
neelanjana-jacket-set-3295,,Banarasi,Blue,Jacket Set
nadiya-jacket-set-3294,,Banarasi,Black,Jacket Set
roli-kurta-set-3293,Zari Embroidery,"Banarasi, Tissue, Cotton","Pink, Red, Gold",Kurta Set
barkha-kurta-set-3292,Zari Embroidery,"Banarasi, Tissue, Cotton","Blue, Gold",Kurta Set
neelima-kurta-set-3291,Thread Embroidery,"Velvet, Banarasi, Tissue, Cotton","Blue, Gold",Kurta Set
mishika-kurta-set-3290,Thread Embroidery,"Velvet, Tissue, Cotton",Red,Kurta Set
ridhi-kurta-set-3289,Dori Embroidery,"Velvet, Tissue, Cotton","Pink, Yellow",Kurta Set
ishanvi-kurta-set-3288,Dori Embroidery,"Velvet, Tissue, Cotton, Satin, Silk",Yellow,Kurta Set
chandani-kurta-set-3287,Thread Embroidery,"Velvet, Banarasi, Tissue, Cotton","Black, Gold",Kurta Set
mahika-kurta-set-3286,Thread Embroidery,"Velvet, Banarasi, Tissue, Cotton",Pink,Kurta Set
harika-kurta-set-3285,Zari And Thread Embroidery,"Banarasi, Tissue, Silk","Green, Red",Kurta Set
jeevika-kurta-set-3284,Zari And Thread Embroidery,"Banarasi, Raw Silk, Tissue, Cotton","Gold, Blue",Kurta Set
ritvi-kurta-set-3283,Dori Embroidery,"Velvet, Banarasi, Tissue, Cotton","Pink, Grey",Kurta Set
shrika-short-anarkali-set-3282,Dori Embroidery,"Silk, Velvet, Tissue, Cotton",Yellow,Anarkali Set
saanvi-kurta-set-3281,"Thread Embroidery, Dori Embroidery","Silk, Velvet",Red,Kurta Set
suneela-kurta-set-3280,"Thread Embroidery, Dori Embroidery","Silk, Velvet, Cotton, Tissue",Blue,Kurta Set
tanvi-short-anarkali-set-3279,"Thread Embroidery, Dori Embroidery, Gota Patti","Silk, Velvet, Cotton, Tissue",Uncategorized,Anarkali Set
ati-kurta-set-3278,"Thread Embroidery, Dori Embroidery","Silk, Velvet, Organza",Black,Kurta Set
dhriti-jacket-set-3277,,Banarasi,"Yellow, Red",Jacket Set
adhira-jacket-set-3276,,Banarasi,"Black, Red",Jacket Set
rashmi-jacket-set-3275,,Banarasi,"Black, Pink",Jacket Set
archana-kurta-set-3274,Aari Embroidery,"Banarasi, Organza","Orange, Red, Pink",Kurta Set
sitara-kurta-set-3273,"Aari Embroidery, Zari Work","Banarasi, Silk, Tissue","Black, Gold, Silver",Kurta Set
aaira-kurta-set-3272,Aari Embroidery,"Raw Silk, Banarasi",Red,Kurta Set
mehdi-lehenga-set-olive,Aari Embroidery,"Raw Silk, Linen, Tissue, Silk",Uncategorized,Lehenga Set
yahvi-saree-set-yellow,"Aari Embroidery, Dabka Work, Pearl Work, Sequin Embroidery, Dori Embroidery, Zari Work","Tissue, Silk","Yellow, Silver",Saree Set
sudhani-lehenga-set-golden-yellow,Aari Embroidery,"Tissue, Silk, Raw Silk","Yellow, Gold",Lehenga Set
naysa-kurta-set-red,Embroidery,"Raw Silk, Linen, Tissue, Silk",Red,Kurta Set
devika-lehenga-set-mustard-gold,Zari Embroidery,"Raw Silk, Tissue, Silk","Yellow, Gold",Lehenga Set
iksha-co-ordinate-set-red,Cut Work,"Chanderi, Silk",Red,Co-ordinate Set
saanvi-saree-set-blue,Dori Embroidery,"Raw Silk, Silk",Blue,Saree Set
tisha-saree-set-olive,Zari Embroidery,"Tissue, Silk",Uncategorized,Saree Set
semal-lehenga-set-purple-silver,Zardozi Embroidery,"Raw Silk, Tissue, Silk","Purple, Silver",Lehenga Set
tushali-kurta-set-purple-olive,Zari Work,"Munga, Silk, Tissue",Purple,Kurta Set
palki-kurta-set-red-olive,Thread Embroidery,"Munga, Silk, Tissue",Red,Kurta Set
neela-kurta-set-blue,"Thread Embroidery, Applique Work","Tissue, Banarasi",Blue,Kurta Set
mitra-kurta-set-red,Aari Embroidery,"Munga, Tissue",Red,Kurta Set
barhi-kurta-set-purple,"Applique Work, Dori Embroidery","Tissue, Linen, Munga",Purple,Kurta Set
veda-kurta-set-olive-beige,Zardozi Embroidery,"Munga, Linen, Tissue",Beige,Kurta Set
charita-kurta-set-olive-red,Dori Embroidery,"Munga, Banarasi, Tussar",Red,Kurta Set
roop-anarkali-set-musterd-olive,Tilla Work,"Munga, Cotton, Tissue",Yellow,Anarkali Set
mishika-kurta-set-blue,"Thread Embroidery, Zari Work","Munga, Cotton, Tissue",Blue,Kurta Set
ritul-kurta-set-purpple,"Thread Embroidery, Zari Work","Chanderi, Cotton",Purple,Kurta Set
snehal-kurta-set-red,"Thread Embroidery, Zari Work","Chanderi, Cotton",Red,Kurta Set
rijul-anarkali-set-beige-blue,"Thread Embroidery, Zari Work","Chanderi, Cotton, Banarasi","Beige, Blue",Anarkali Set
palash-anarkali-set-olive-green-red,"Thread Embroidery, Zari Work","Chanderi, Cotton, Banarasi","Red, Green",Anarkali Set
naksh-kurta-set-yellow,"Thread Embroidery, Dori Embroidery, Zari Work","Chanderi, Mulmul",Yellow,Kurta Set
malay-kurta-set-blue,"Thread Embroidery, Dori Embroidery, Zari Work","Chanderi, Mulmul",Blue,Kurta Set
mahin-kurta-set-olive-green-yellow,Dori Embroidery,"Munga, Linen, Cotton, Tissue","Yellow, Green",Kurta Set
lahar-kurta-set-purple-silver,Dori Embroidery,"Munga, Linen, Tissue","Purple, Silver",Kurta Set
chahal-kurta-set-yellow-beige,"Thread Embroidery, Zari Work",Chanderi,"Yellow, Beige",Kurta Set
dipal-kurta-set-red-beige,"Thread Embroidery, Zari Work",Chanderi,"Red, Beige",Kurta Set
aayu-kurta-set-beige-red,Aari Embroidery,"Munga, Chanderi","Beige, Red",Kurta Set
hiral-kurta-set-beige-blue,Aari embroidery,"Silk, Chanderi","Blue, Beige",Kurta Set
vishaka-co-ordinate-set-olive,Gara Embroidery,Chanderi,Uncategorized,Co-ordinate Set
kunja-co-ordinate-set-black,Thread Embroidery,Chanderi,Black,Co-ordinate Set
veena-co-ordinate-set-olive,Thread Embroidery,Chanderi,Uncategorized,Co-ordinate Set
ramaya-co-ordinate-set-black,"Thread Embroidery, Cut Work",Chanderi,Black,Co-ordinate Set
lekha-co-ordinate-set-red,Thread Embroidery,Chanderi,Red,Co-ordinate Set
adhara-co-ordinate-set-red,Applique Work,Chanderi,Red,Co-ordinate Set
dhani-co-ordinate-set-olive-green,"Thread Embroidery, Patri Work",Chanderi,Green,Co-ordinate Set
mayra-co-ordinate-set-red,Patch Work,Chanderi,Red,Co-ordinate Set
tara-co-ordinate-set-olive,Patch Work,Chanderi,Uncategorized,Co-ordinate Set
naisha-co-ordinate-set-black,Aari embroidery,Chanderi,Black,Co-ordinate Set
vada-co-ordinate-set-black,"Thread Embroidery, Swarovski",Chanderi,"Black, Silver",Co-ordinate Set
bhumi-co-ordinate-set-olive,"Thread Embroidery, Swarovski",Chanderi,"Uncategorized, Silver",Co-ordinate Set
keya-co-ordinate-set-olive,Thread Embroidery,Chanderi,Uncategorized,Co-ordinate Set
kiara-co-ordinate-set-black,Aari embroidery,Chanderi,Black,Co-ordinate Set
vanya-co-ordinate-set-red,Aari embroidery,Chanderi,Red,Co-ordinate Set
prisha-co-ordinate-set-red,Dori Embroidery,Chanderi,Red,Co-ordinate Set
vaneet-kurta-set-purple,"Aari embroidery, Pearl Work, Sequin Embroidery, Zari Work",Chanderi,"Purple, Silver",Kurta Set
aarashi-kurta-set-yellow,"Aari embroidery, Pearl Work, Sequin Embroidery, Zari Work",Chanderi,"Yellow, Silver",Kurta Set
aradhna-kurta-set-olive,"Zari Embroidery, Patch Work, Sequin Embroidery",Munga,Uncategorized,Kurta Set
aarti-kurta-set-red,Zari Embroidery,"Munga, Silk",Red,Kurta Set
kavya-kurta-set-blue,Aari Embroidery,"Chanderi, Silk, Munga, Banarasi, Cotton, Tissue",Blue,Kurta Set
damini-kurta-set-yellow-olive,Aari Embroidery,"Chanderi, Silk, Munga, Banarasi, Cotton, Tissue",Yellow,Kurta Set
charu-kurta-set-red,Dori Embroidery,"Chanderi, Silk, Munga, Banarasi, Cotton, Tissue",Red,Kurta Set
mahi-kurta-set-beige-ochre,Dori Embroidery,"Chanderi, Silk, Munga, Banarasi, Cotton, Tissue, Velvet",Beige,Kurta Set
gitashri-anarkali-set-beige,Dori Embroidery,"Munga, Silk, Cotton, Tissue",Beige,Anarkali Set
aarya-anarkali-set-purple-olive,Dori Embroidery,"Munga, Silk, Cotton, Tissue, Velvet",Purple,Anarkali Set
adah-kurta-set-ochre,Thread Embroidery,"Raw Silk, Cotton, Tissue",Yellow,Kurta Set
ganika-kurta-set-blue,Thread Embroidery,"Raw Silk, Cotton, Tissue",Blue,Kurta Set
mayra-anarkali-set-purple,Aari Embroidery,"Tissue, Silk, Chanderi, Cotton",Purple,Anarkali Set
kaihika-kurta-set-gold-olive,Aari Embroidery,"Tissue, Silk, Cotton",Gold,Kurta Set
archisha-short-anarkali-set-ochre,Aari Embroidery,"Raw Silk, Linen, Tissue, Silk",Yellow,Anarkali Set
viti-kurta-set-beige,Aari Embroidery,"Raw Silk, Cotton, Tissue",Beige,Kurta Set
neila-kurta-set-blue,Zardozi Embroidery,"Tissue, Silk, Banarasi, Cotton",Blue,Kurta Set
menaha-kurta-set-red-beige,Aari and zardozi embroidery,"Tissue, Silk, Linen, Cotton","Red, Beige",Kurta Set
vedanti-angrakhaa-set-olive,Zardozi Embroidery,"Raw Silk, Banarasi",Green,Angrakha Set
dharini-lehenga-set-olive-beige,Zari Embroidery,"Tissue, Silk, Cotton, Brocade",Beige,Lehenga Set
aaloka-lehenga-set-red-gold,Aari Embroidery,"Tissue, Silk, Brocade","Red, Gold",Lehenga Set
indira-saree-set-yellow,Zari Embroidery,"Tissue, Silk, Cotton, Banarasi",Yellow,Saree Set
chhaya-saree-set-olive,Aari Embroidery,"Raw Silk, Brocade",Green,Saree Set
kakoli-saree-set-gold-ochre,Dori Embroidery,"Tissue, Velvet, Chanderi, Cotton",Gold,Saree Set
jayashree-saree-set-red,Zari Embroidery,"Raw Silk, Banarasi","Red, Gold",Saree Set
manahil-co-ordinate-set-off-white,,"Mulmul, Banarasi",White,Co-ordinate Set
mahamm-co-ordinate-set-off-white,Zari Embroidery,"Chanderi, Banarasi, Organza","Gold, Silver, White",Co-ordinate Set
hania-co-ordinate-set-off-white,Applique,"Cotton, Mulmul","Gold, Silver, White",Co-ordinate Set
sana-co-ordinate-set-off-white,Thread Embroidery,"Satin, Silk, Organza",White,Co-ordinate Set
sara-co-ordinate-set-off-white,Dori Embroidery,Chanderi,White,Co-ordinate Set
shaffan-kurta-set-off-white,"Patri Work, Thread Embroidery","Mulmul, Banarasi",White,Kurta Set
shamsia-lehenga-set-green,"Zari Work, Thread Embroidery, Patri Work","Tissue, Silk, Banarasi","Green, Silver",Lehenga Set
naaz-lehenga-set-gold,"Applique, Sequin Embroidery","Tissue, Silk, Banarasi",Gold,Lehenga Set
nazma-kurta-set-yellow,"Gota Patti, Thread Embroidery","Tissue, Silk, Banarasi, Organza",Yellow,Kurta Set
jumaina-kurta-set-blue,"Gota Patti, Thread Embroidery","Tissue, Silk, Banarasi, Cotton","Blue, Silver",Kurta Set
shaizen-kurta-set-green,"Dori Embroidery, Sequin Embroidery","Tissue, Silk, Banarasi","Green, Gold",Kurta Set
naznin-kurta-set-peach,"Dori Embroidery, Sequin Embroidery","Tissue, Silk, Banarasi","Peach, Gold, Pink",Kurta Set
eliza-kurta-set-pink,"Applique, Thread Embroidery","Tissue, Silk, Banarasi","Pink, Yellow",Kurta Set
wajiha-kurta-set-peach,"Applique, Thread Embroidery","Tissue, Silk, Banarasi, Cotton",Peach,Kurta Set
maha-co-ordinate-set-off-white,,"Georgette, Silk, Banarasi","Gold, Silver, White",Co-ordinate Set
hajra-co-ordinate-set-off-white,,"Mulmul, Banarasi","Silver, White",Co-ordinate Set
nadia-co-ordinate-set-off-white,"Applique, Thread Embroidery, Zari Work","Chanderi, Cotton","Gold, Silver, White",Co-ordinate Set
maham-co-ordinate-set-off-white,Chikankari,"Chanderi, Cotton, Mulmul",White,Co-ordinate Set
saba-co-ordinate-set-off-white,Thread Embroidery,"Silk, Satin",White,Co-ordinate Set
aaima-co-ordinate-set-off-white,Thread Embroidery,"Chanderi, Cotton",White,Co-ordinate Set
janna-kurta-set-silver,"Dori Embroidery, Pearl Work, Sequin Embroidery, Dabka Work, Thread Embroidery","Silk, Tissue, Banarasi","Silver, Beige",Kurta Set
gulnar-kurta-set-pink,"Dori Embroidery, Zari Work, Thread Embroidery","Silk, Tissue, Banarasi","Pink, Yellow",Kurta Set
naba-kurta-set-peach,"Aari Embroidery, Sequin Embroidery","Silk, Tissue, Banarasi, Cotton","Peach, Blue",Kurta Set
safa-kurta-set-yellow,"Aari Embroidery, Sequin Embroidery","Silk, Tissue, Banarasi","Yellow, Gold, Beige, White",Kurta Set
zohra-kurta-set-blue,"Dori Embroidery, Pearl Work, Sequin Embroidery, Dabka Work, Thread Embroidery","Silk, Tissue, Banarasi","Blue, Silver, Peach",Kurta Set
saira-kurta-set-green,"Gara Embroidery, Zari Work, Thread Embroidery","Silk, Tissue, Banarasi",Green,Kurta Set
shayla-lehenga-set-multi-coloured,"Dori Embroidery, Zardozi Embroidery, Thread Embroidery","Silk, Tissue, Linen",Pink,Lehenga Set
hannah-lehenga-set-yellow-gold,"Applique Work, Thread Embroidery","Silk, Tissue, Banarasi","Yellow, Gold, Beige",Lehenga Set
kyda-lehenga-set-silver,"Thread Embroidery, Sequin Embroidery","Silk, Tissue, Georgette",Silver,Lehenga Set
test-product,"Applique Work, Zari Work, Thread Embroidery","Mulmul, Cotton","White, Gold, Silver",Lehenga Set
isra-kaftan-set-offwhite,Applique,Chanderi,White,Kaftan Set
isra-kaftan-set-blue,Applique,Chanderi,Blue,Kaftan Set
hanan-kurta-set-green,"Aari Embroidery, Thread Embroidery",Chanderi,Green,Kurta Set
hanan-kurta-set-beige,"Aari Embroidery, Thread Embroidery",Chanderi,Beige,Kurta Set
fairoz-kurta-set-yellow,"Dori Embroidery, Thread Embroidery",Chanderi,Yellow,Kurta Set
fairoz-kurta-set-blue,"Dori Embroidery, Thread Embroidery",Chanderi,Blue,Kurta Set
daria-kurta-set-yellow,"Cut Work, Thread Embroidery, Dori Embroidery",Chanderi,Yellow,Kurta Set
daria-kurta-set-pink,"Cut Work, Thread Embroidery, Dori Embroidery",Chanderi,Pink,Kurta Set
amal-co-ordinate-set-pink,Cut Work,Chanderi,Pink,Co-ordinate Set
amal-co-ordinate-set-offwhite,Cut Work,Chanderi,White,Co-ordinate Set
zimal-kaftan-set-yellow,Thread Embroidery,Chanderi,"Yellow, Beige",Kaftan Set
zimal-kaftan-set-green,Thread Embroidery,Chanderi,"Green, Blue",Kaftan Set
umaiza-kurta-set-pink,"Dori Embroidery, Gara Embroidery",Chanderi,Pink,Kurta Set
umaiza-kurta-set-blue,"Dori Embroidery, Gara Embroidery",Chanderi,Blue,Kurta Set
sabi-co-ordinate-set-green,Thread Embroidery,Chanderi,Green,Co-ordinate Set
sabi-co-ordinate-set-pink,Thread Embroidery,Chanderi,Pink,Co-ordinate Set
aima-kurta-set-beige,"Applique Work, Cut Work",Chanderi,Beige,Kurta Set
aima-kurta-set-offwhite,"Applique Work, Cut Work",Chanderi,White,Kurta Set
ifza-co-ordinate-set-yellow,Cut Work,Chanderi,Yellow,Co-ordinate Set
ifza-co-ordinate-set-offwhite,Cut Work,Chanderi,White,Co-ordinate Set
saanjh-co-ordinate-set-black,Gara Embroidery,Munga,Black,Co-ordinate Set
kaya-kaftan-set-blue,Zardozi Embroidery,"Silk, Crepe",Blue,Kaftan Set
vachi-trouser-top-beige,Thread Embroidery,"Raw Silk, Silk",Beige,Tunic Set
vachi-trouser-top-green,Thread Embroidery,"Raw Silk, Silk","Green, Beige",Tunic Set
dhara-anarkali-set-mustard,"Thread Embroidery, Sequin Embroidery","Silk, Crepe",Yellow,Anarkali Set
dhara-anarkali-set-green,"Thread Embroidery, Sequin Embroidery","Silk, Crepe",Green,Anarkali Set
navya-kaftan-set-blue,"Thread Embroidery, Zari Work","Tussar, Georgette, Crepe",Blue,Kaftan Set
navya-kaftan-set-beige,"Thread Embroidery, Zari Work","Tussar, Georgette, Crepe",Beige,Kaftan Set
aarunya-kurta-set-mustard,Gara Embroidery,"Tussar, Georgette, Organza",Yellow,Kurta Set
aarunya-kurta-set-wine,Gara Embroidery,"Tussar, Georgette, Organza",Purple,Kurta Set
chandra-co-ordinate-set-black,Gara Embroidery,Munga,Black,Co-ordinate Set
chandra-co-ordinate-set-blue,Gara Embroidery,Munga,Blue,Co-ordinate Set
ardita-kurta-set-mustard,Gara Embroidery,"Munga, Crepe, Organza",Yellow,Kurta Set
ardita-kurta-set-red,Gara Embroidery,"Munga, Crepe, Organza",Red,Kurta Set
shambhavi-kurta-set-green,Uncategorized,"Munga, Crepe, Silk",Green,Kurta Set
shambhavi-kurta-set-beige,Uncategorized,"Munga, Crepe, Silk",Beige,Kurta Set
kaya-kaftan-set-wine,Zardozi Embroidery,"Silk, Crepe",Purple,Kaftan Set
ina-kurta-set-black,Thread Embroidery,"Tussar, Georgette, Organza",Black,Kurta Set
ina-kurta-set-red,Thread Embroidery,"Tussar, Georgette, Organza",Red,Kurta Set
niva-kurta-set-green,"Dori Embroidery, Zari Work",Silk,Green,Kurta Set
niva-kurta-set-wine,"Dori Embroidery, Zari Work",Silk,Purple,Kurta Set
nimisha-anarkali-set-black,"Dori Embroidery, Zari Work",Munga,Black,Anarkali Set
nimisha-anarkali-set-red,"Dori Embroidery, Zari Work",Munga,Red,Anarkali Set
rishima-kaftan-set-mustard,"Uncategorized, Zari Work",Munga,Yellow,Kaftan Set
rishima-kaftan-set-wine,"Uncategorized, Zari Work",Munga,Purple,Kaftan Set
tejal-co-ordinate-set-green,"Uncategorized, Zari Work",Silk,Green,Co-ordinate Set
tejal-co-ordinate-set-blue,"Uncategorized, Zari Work",Silk,Blue,Co-ordinate Set
omysha-co-ordinate-set-black,"Uncategorized, Zari Work",Silk,Black,Co-ordinate Set
omysha-co-ordinate-set-red,Zari Work,Silk,Red,Co-ordinate Set
isha-kurta-set-black,"Zari Work, Thread Embroidery",Raw Silk,Black,Kurta Set
isha-kurta-set-mustard,"Zari Work, Thread Embroidery",Raw Silk,Yellow,Kurta Set
chetal-anarkali-set-wine,"Zari Work, Thread Embroidery","Tussar, Georgette, Silk",Purple,Anarkali Set
chetal-anarkali-set-green,"Zari Work, Thread Embroidery","Tussar, Georgette, Silk","Green, Beige",Anarkali Set
kavya-kurta-set-red,Zari Work,Silk,"Red, Beige",Kurta Set
kavya-kurta-set-beige,Zari Work,Silk,"Beige, Purple",Kurta Set
gamini-kurta-set-blue,Thread Embroidery,Silk,"Blue, Yellow",Kurta Set
gamini-kurta-set-mustard,Thread Embroidery,Silk,"Yellow, Purple",Kurta Set
bhaumi-kurta-set-beige,Thread Embroidery,"Tussar, Georgette, Silk","Beige, Blue",Kurta Set
bhaumi-kurta-set-wine,Thread Embroidery,"Tussar, Georgette, Silk","Purple, Beige",Kurta Set
yashi-kurta-set-green,Zari Work,"Raw Silk, Silk","Green, Purple",Kurta Set
yashi-kurta-set-mustard,Zari Work,"Raw Silk, Silk",Yellow,Kurta Set
amaal-saree-set-ivory,"Gara Embroidery, Swarovski","Georgette, Silk",White,Saree Set
shunum-lehenga-set-ivory,"Gara Embroidery, Sequin Embroidery, Zari Work","Raw Silk, Organza","White, Pink",Lehenga Set
rumeha-lehenga-set-blue,"Gara Embroidery, Zari Work, Sequin Embroidery, Dabka Work, Pearl Work","Raw Silk, Organza","Blue, Peach",Lehenga Set
aaina-sharara-set-green,"Gara Embroidery, Sequin Embroidery, Zari Work, Gota Patti","Georgette, Silk, Tissue, Organza","Green, Silver",Sharara Set
azalea-lehenga-set-peach-pink,"Sequin Embroidery, Pearl Work","Organza, Silk, Tulle","Peach, Pink",Lehenga Set
arzoo-saree-set-blue,"Gara Embroidery, Sequin Embroidery","Organza, Silk",Blue,Saree Set
fardaa-saree-set-yellow,Gara Embroidery,"Georgette, Silk, Organza","Yellow, Blue",Saree Set
zinnia-saree-set-ivory,"Gara Embroidery, Sequin Embroidery","Organza, Silk",White,Saree Set
rabi-saree-set-pink,"Gara Embroidery, Pearl Work, Sequin Embroidery","Georgette, Silk, Organza",Pink,Saree Set
zunira-saree-set-blue,"Gara Embroidery, Zari Work, Dabka Work, Sequin Embroidery","Georgette, Silk, Raw Silk",Blue,Saree Set
jauhara-anarkali-set-ivory,"Gara Embroidery, Zari Work, Dabka Work, Sequin Embroidery, Mukaish Work","Organza, Silk, Chiffon","White, Beige",Anarkali Set
amara-anarkali-set-green,"Gara Embroidery, Sequin Embroidery","Organza, Silk, Crepe","Green, Blue",Anarkali Set
shafaq-gharara-set-yellow,"Gara Embroidery, Dabka Work, Sequin Embroidery, Tissue","Georgette, Silk, Organza, Tissue, Silver","Yellow, Silver",Gharara Set
farozaan-kurta-set-pink,"Gara Embroidery, Zari Work, Sequin Embroidery, Tissue","Georgette, Silk, Tissue, Silver","Pink, Silver",Kurta Set
imroza-kurta-set-pink,"Gara Embroidery, Zari Work, Dabka Work, Sequin Embroidery","Organza, Silk, Crepe","Pink, White",Kurta Set
aqeeda-kurta-set-ivory,"Gara Embroidery, Zari Work, Dabka Work, Sequin Embroidery, Mukaish Work","Organza, Silk, Chiffon",White,Kurta Set
nargis-kurta-set-pink,"Gara Embroidery, Sequin Embroidery","Georgette, Silk, Organza","Pink, Green",Kurta Set
